crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Location 1
,1/18/14,3B,15:15:00,4100 FREDERICK AV,ROBBERY - STREET,,833,SOUTHWESTERN,Irvington,"(39.2816900000, -76.6838800000)"
,1/18/14,3AF,21:58:00,1500 MCKEAN AV,ROBBERY - STREET,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3053000000, -76.6471000000)"
,1/17/14,3K,22:28:00,2000 E PRESTON ST,ROBBERY - RESIDENCE,,331,EASTERN,Broadway East,"(39.3055800000, -76.5897900000)"
,1/17/14,9S,2218,5300 BELAIR RD,SHOOTING,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3377800000, -76.5522000000)"
,1/17/14,2A,2:36:45,2600 LEHMAN ST,RAPE,OTHER,841,SOUTHWESTERN,Millhill,"(39.2802200000, -76.6584600000)"
,1/17/14,3K,4:40:00,400 E 28TH ST,ROBBERY - RESIDENCE,,513,NORTHERN,Harwood,"(39.3221800000, -76.6106600000)"
,1/17/14,1F,657,300 ILCHESTER AV,HOMICIDE,FIREARM,513,NORTHERN,Harwood,"(39.3227800000, -76.6123900000)"
,1/17/14,4C,13:00:00,1200 CHURCH ST,AGG. ASSAULT,OTHER,911,SOUTHERN,Curtis Bay,"(39.2226700000, -76.5932100000)"
,1/17/14,4B,13:17:00,1200 ASHBURTON ST,AGG. ASSAULT,KNIFE,814,SOUTHWESTERN,Winchester,"(39.3025100000, -76.6619000000)"
,1/17/14,3BJ,14:45:00,600 LAURENS ST,ROBBERY - CARJACKING,,123,CENTRAL,Upton,"(39.3042800000, -76.6356800000)"
,1/17/14,3P,15:40:00,3400 WALBROOK AVE,ROBBERY - STREET,,812,SOUTHWESTERN,Mount Holly,"(39.3099500000, -76.6744400000)"
,1/17/14,3AK,17:20:00,3800 CLAREMONT AV,ROBBERY - STREET,KNIFE,231,SOUTHEASTERN,Highlandtown,"(39.2895800000, -76.5648200000)"
,1/17/14,3B,17:55:00,700 MCKEWIN AV,ROBBERY - STREET,,543,NORTHERN,Waverly,"(39.3328500000, -76.6058200000)"
,1/17/14,3B,17:57:00,,ROBBERY - STREET,,323,EASTERN,McElderry Park,"(39.2989000000, -76.5808800000)"
,1/17/14,3B,17:57:00,,ROBBERY - STREET,,323,EASTERN,McElderry Park,"(39.2989000000, -76.5808800000)"
,1/17/14,3AF,18:00:00,4500 MARY AV,ROBBERY - STREET,FIREARM,445,NORTHEASTERN,Cedmont,"(39.3431600000, -76.5378700000)"
,1/17/14,4A,18:05:00,600 E 33RD ST,AGG. ASSAULT,FIREARM,543,NORTHERN,Waverly,"(39.3285200000, -76.6081200000)"
,1/17/14,3B,20:00:00,300 S PAYSON ST,ROBBERY - STREET,,934,SOUTHERN,Carrollton Ridge,"(39.2840900000, -76.6484800000)"
,1/17/14,3AF,20:22:00,800 WOODWARD ST,ROBBERY - STREET,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2816500000, -76.6275800000)"
,1/17/14,4A,22:15:00,5000 BELAIR RD,AGG. ASSAULT,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3358100000, -76.5550000000)"
,1/16/14,3B,13:00:00,2800 KIRK AV,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3241100000, -76.5961000000)"
,1/16/14,4C,14:07:00,1100 RIGGS AVE,AGG. ASSAULT,OTHER,743,WESTERN,Sandtown-Winchester,"(39.3012300000, -76.6360600000)"
,1/16/14,3JF,15:30:00,2500 EDGECOMBE CR N     #APT B,ROBBERY - RESIDENCE,FIREARM,532,NORTHERN,Parklane,"(39.3417600000, -76.6599400000)"
,1/16/14,3B,15:40:00,4000 BREHMS LA,ROBBERY - STREET,,442,NORTHEASTERN,Lower Herring Run Park,"(39.3231700000, -76.5618500000)"
,1/16/14,4D,15:45:00,2400 ROUND RD,AGG. ASSAULT,HANDS,922,SOUTHERN,Cherry Hill,"(39.2529800000, -76.6267700000)"
,1/16/14,3K,18:15:00,2300 N CHARLES ST,ROBBERY - RESIDENCE,,514,NORTHERN,Old Goucher,"(39.3156000000, -76.6168800000)"
,1/16/14,3AF,18:43:00,100 S CAREY ST,ROBBERY - STREET,FIREARM,933,SOUTHERN,Union Square,"(39.2864700000, -76.6380500000)"
,1/16/14,3AO,19:30:00,3500 5TH ST,ROBBERY - STREET,OTHER,913,SOUTHERN,Brooklyn,"(39.2388600000, -76.6028400000)"
,1/16/14,4C,20:30:00,1300 W LEXINGTON ST,AGG. ASSAULT,OTHER,711,WESTERN,Franklin Square,"(39.2908600000, -76.6386700000)"
,1/16/14,3B,0:19:00,3300 ELLERSLIE AV,ROBBERY - STREET,,543,NORTHERN,Waverly,"(39.3289000000, -76.6036400000)"
,1/16/14,4C,1:07:00,2300 W NORTH AV,AGG. ASSAULT,OTHER,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3094500000, -76.6548300000)"
,1/16/14,4D,4:56:00,1500 N CAROLINE ST,AGG. ASSAULT,HANDS,343,EASTERN,Oliver,"(39.3075200000, -76.5982300000)"
,1/16/14,4B,7:05:00,1300 WALKER AV,AGG. ASSAULT,KNIFE,414,NORTHEASTERN,Idlewood,"(39.3710500000, -76.5900400000)"
,1/16/14,3D,10:20:00,3200 CHESTERFIELD AV,ROBBERY - COMMERCIAL,,432,NORTHEASTERN,Belair-Edison,"(39.3226500000, -76.5667700000)"
,1/16/14,3LO,10:55:00,3400 EASTERN AV,ROBBERY - COMMERCIAL,OTHER,232,SOUTHEASTERN,Canton,"(39.2865300000, -76.5687300000)"
,1/16/14,3D,16:05:00,200 N EUTAW ST,ROBBERY - COMMERCIAL,,111,CENTRAL,Downtown,"(39.2915700000, -76.6211000000)"
,1/16/14,3AF,17:20:00,0 N EDEN ST,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2914400000, -76.5987300000)"
,1/16/14,4B,20:50:00,4200 FLOWERTON RD,AGG. ASSAULT,KNIFE,822,SOUTHWESTERN,Rognel Heights,"(39.2984500000, -76.6871600000)"
,1/16/14,3JF,20:55:00,1500 N CAROLINE ST,ROBBERY - RESIDENCE,FIREARM,343,EASTERN,Oliver,"(39.3075200000, -76.5982300000)"
,1/16/14,4B,21:00:00,200 S GILMOR ST,AGG. ASSAULT,KNIFE,935,SOUTHERN,New Southwest/Mount Clare,"(39.2851100000, -76.6422200000)"
,1/16/14,4B,22:00:00,3100 SHANNON DR,AGG. ASSAULT,KNIFE,432,NORTHEASTERN,Belair-Edison,"(39.3245700000, -76.5664900000)"
,1/16/14,3AO,22:50:00,5800 BELAIR RD,ROBBERY - STREET,OTHER,425,NORTHEASTERN,Glenham-Belhar,"(39.3445700000, -76.5424600000)"
,1/16/14,3AF,23:12:00,1200 W 37TH ST,ROBBERY - STREET,FIREARM,531,NORTHERN,Hampden,"(39.3325400000, -76.6355200000)"
,1/16/14,3AF,23:12:00,1200 W 37TH ST,ROBBERY - STREET,FIREARM,531,NORTHERN,Hampden,"(39.3325400000, -76.6355200000)"
,1/15/14,4B,9:04:00,2100 HARFORD RD,AGG. ASSAULT,KNIFE,342,EASTERN,East Baltimore Midway,"(39.3144400000, -76.5977600000)"
,1/15/14,4B,9:51:00,5800 EASTERN AV,AGG. ASSAULT,KNIFE,241,SOUTHEASTERN,Bayview,"(39.2874900000, -76.5463600000)"
,1/15/14,4B,2:20:00,900 VALLEY ST,AGG. ASSAULT,KNIFE,312,EASTERN,Oldtown,"(39.3004400000, -76.6048800000)"
,1/15/14,3B,13:30:00,0 S CHARLES ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2888900000, -76.6151300000)"
,1/15/14,3AK,15:00:00,,ROBBERY - STREET,KNIFE,123,CENTRAL,Upton,"(39.3020800000, -76.6318400000)"
,1/15/14,3AK,15:30:00,2900 SYLVAN AV,ROBBERY - STREET,KNIFE,424,NORTHEASTERN,Westfield,"(39.3596700000, -76.5564200000)"
,1/15/14,4A,15:59:00,2400 PICKERING DR,AGG. ASSAULT,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3696700000, -76.5639200000)"
,1/15/14,9S,1559,2400 PICKERING DR,SHOOTING,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3695700000, -76.5643300000)"
,1/15/14,3AO,17:26:00,2400 ST PAUL ST,ROBBERY - STREET,OTHER,514,NORTHERN,Old Goucher,"(39.3171600000, -76.6153800000)"
,1/15/14,4B,17:59:00,3100 VIRGINIA AVE,AGG. ASSAULT,KNIFE,614,NORTHWESTERN,Central Park Heights,"(39.3450200000, -76.6685200000)"
,1/15/14,3B,18:53:00,4700 LOCH RAVEN BD,ROBBERY - STREET,,413,NORTHEASTERN,New Northwood,"(39.3479100000, -76.5920100000)"
,1/15/14,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2529300000, -76.6232600000)"
,1/15/14,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2529300000, -76.6232600000)"
,1/15/14,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2529300000, -76.6232600000)"
,1/15/14,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2529300000, -76.6232600000)"
,1/15/14,3JF,20:25:00,2400 SEABURY RD,ROBBERY - RESIDENCE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2529300000, -76.6232600000)"
,1/15/14,3K,21:21:00,1000 WILMOT CT,ROBBERY - RESIDENCE,,312,EASTERN,Oldtown,"(39.2993000000, -76.6035300000)"
,1/15/14,3JF,21:40:00,1400 LOCHNER RD,ROBBERY - RESIDENCE,FIREARM,414,NORTHEASTERN,Woodbourne Heights,"(39.3584600000, -76.5905600000)"
,1/15/14,3AF,23:25:00,3100 COWAN AV,ROBBERY - STREET,FIREARM,832,SOUTHWESTERN,Wilhelm Park,"(39.2722600000, -76.6633200000)"
,1/15/14,3AF,23:25:00,3100 COWAN AV,ROBBERY - STREET,FIREARM,832,SOUTHWESTERN,Wilhelm Park,"(39.2722600000, -76.6633200000)"
,1/14/14,3AF,1:40:00,3400 FOSTER AV,ROBBERY - STREET,FIREARM,232,SOUTHEASTERN,Canton,"(39.2845400000, -76.5687500000)"
,1/14/14,4D,2:19:00,3700 REISTERSTOWN RD,AGG. ASSAULT,HANDS,612,NORTHWESTERN,Park Circle,"(39.3307700000, -76.6616400000)"
,1/14/14,3B,6:00:00,2500 BROOKFIELD AV,ROBBERY - STREET,,133,CENTRAL,Reservoir Hill,"(39.3161700000, -76.6338900000)"
,1/14/14,4B,11:30:00,800 S HIGHLAND AV,AGG. ASSAULT,KNIFE,232,SOUTHEASTERN,Canton,"(39.2834200000, -76.5687800000)"
,1/14/14,4B,11:30:00,800 S HIGHLAND AV,AGG. ASSAULT,KNIFE,232,SOUTHEASTERN,Canton,"(39.2834200000, -76.5687800000)"
,1/14/14,2B,12:37:03,2000 RIDGEHILL AV,RAPE,,731,WESTERN,Mondawmin,"(39.3112900000, -76.6505100000)"
,1/14/14,3AF,13:00:00,6500 EASTERN AV,ROBBERY - STREET,FIREARM,241,SOUTHEASTERN,Pulaski Industrial Area,"(39.2879000000, -76.5362700000)"
,1/14/14,3B,13:30:00,0 W BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2895400000, -76.6153300000)"
,1/14/14,3AO,13:40:00,2800 BRIGHTON ST,ROBBERY - STREET,OTHER,813,SOUTHWESTERN,Northwest Community Action,"(39.3052700000, -76.6647600000)"
,1/14/14,3JF,13:50:00,3500 BEECH AV,ROBBERY - RESIDENCE,FIREARM,531,NORTHERN,Wyman Park,"(39.3301600000, -76.6267000000)"
,1/14/14,4C,14:00:00,1700 FEDERAL ST,AGG. ASSAULT,OTHER,331,EASTERN,Broadway East,"(39.3085400000, -76.5937300000)"
,1/14/14,3B,15:30:00,1400 E MONUMENT ST,ROBBERY - STREET,,313,EASTERN,Gay Street,"(39.2982200000, -76.5990200000)"
,1/14/14,3B,15:40:00,4500 LOCH RAVEN BD,ROBBERY - STREET,,413,NORTHEASTERN,New Northwood,"(39.3463100000, -76.5922400000)"
,1/14/14,4B,16:00:00,3400 AVONDALE AV,AGG. ASSAULT,KNIFE,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3515600000, -76.6802500000)"
,1/14/14,4D,17:45:00,2000 BRUNT ST,AGG. ASSAULT,HANDS,123,CENTRAL,Upton,"(39.3062900000, -76.6370500000)"
,1/14/14,3AF,20:00:00,2000 E NORTH AV,ROBBERY - STREET,FIREARM,331,EASTERN,South Clifton Park,"(39.3123700000, -76.5902900000)"
,1/14/14,3AF,20:10:00,4700 GARRISON BD,ROBBERY - STREET,FIREARM,621,NORTHWESTERN,West Arlington,"(39.3395200000, -76.6846100000)"
,1/14/14,3AF,21:15:00,1600 SMALL WOOD,ROBBERY - STREET,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3066300000, -76.6525600000)"
,1/14/14,3AF,21:42:00,3700 LOCH RAVEN BD,ROBBERY - STREET,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3336800000, -76.5961200000)"
,1/14/14,4A,22:38:00,500 LONEYS LA,AGG. ASSAULT,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972000000, -76.5726200000)"
,1/14/14,3B,22:49:00,2000 E FAIRMOUNT AV,ROBBERY - STREET,,212,SOUTHEASTERN,Butcher's Hill,"(39.2928200000, -76.5884400000)"
,1/14/14,9S,2238,500 LONEYS LA,SHOOTING,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972000000, -76.5726200000)"
,1/14/14,4C,23:30:00,2000 WOODBOURNE AVE,AGG. ASSAULT,OTHER,423,NORTHEASTERN,Hamilton Hills,"(39.3553200000, -76.5743000000)"
,1/14/14,4C,23:45:00,3500 4TH ST,AGG. ASSAULT,OTHER,913,SOUTHERN,Brooklyn,"(39.2385100000, -76.6048200000)"
,1/13/14,3B,16:50:00,600 S CHARLES ST,ROBBERY - STREET,,941,SOUTHERN,Otterbein,"(39.2819600000, -76.6147600000)"
,1/13/14,4A,17:09:00,1800 E LANVALE ST,AGG. ASSAULT,FIREARM,331,EASTERN,Broadway East,"(39.3097200000, -76.5924700000)"
,1/13/14,4A,18:10:00,1700 N MOUNT ST,AGG. ASSAULT,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3080400000, -76.6449200000)"
,1/13/14,3B,18:15:00,700 EXETER HALL AV,ROBBERY - STREET,,513,NORTHERN,Better Waverly,"(39.3226600000, -76.6069300000)"
,1/13/14,3P,19:30:00,2900 HOLLINS FERRY RD,ROBBERY - STREET,,923,SOUTHERN,Lakeland,"(39.2558300000, -76.6459800000)"
,1/13/14,3AO,19:37:00,300 S MARTIN LUTHER KING JR BLVD,ROBBERY - STREET,OTHER,931,SOUTHERN,Barre Circle,"(39.2851400000, -76.6273900000)"
,1/13/14,4C,21:40:00,2500 LAKELAND AV,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,"(39.2555600000, -76.6471500000)"
,1/13/14,3AK,22:00:00,900 DUNDALK AV,ROBBERY - STREET,KNIFE,243,SOUTHEASTERN,Graceland Park,"(39.2831000000, -76.5366000000)"
,1/13/14,4D,23:10:00,900 W LEXINGTON ST,AGG. ASSAULT,HANDS,712,WESTERN,Poppleton,"(39.2910500000, -76.6325500000)"
,1/13/14,4D,1:28:00,400 W BALTIMORE ST,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,"(39.2893300000, -76.6210000000)"
,1/13/14,3AF,2:50:00,1800 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,"(39.2920800000, -76.6454800000)"
,1/13/14,4C,4:33:00,4700 BEAUFORT AV,AGG. ASSAULT,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3434500000, -76.6740400000)"
,1/13/14,4C,11:10:00,7100 PARK HEIGHTS AV,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Fallstaff,"(39.3674900000, -76.7061500000)"
,1/13/14,4C,11:10:00,7100 PARK HEIGHTS AV,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Fallstaff,"(39.3674900000, -76.7061500000)"
,1/13/14,3AK,11:30:00,0 S CALVERT ST,ROBBERY - STREET,KNIFE,111,CENTRAL,Downtown,"(39.2895300000, -76.6123200000)"
,1/13/14,4C,11:30:00,0 S SCHROEDER ST,AGG. ASSAULT,OTHER,931,SOUTHERN,Hollins Market,"(39.2878300000, -76.6336900000)"
,1/13/14,4B,11:40:00,3800 FREDERICK AVE,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Irvington,"(39.2818800000, -76.6795600000)"
,1/13/14,4B,12:20:00,2000 EDGEWOOD ST,AGG. ASSAULT,KNIFE,812,SOUTHWESTERN,Fairmont,"(39.3100300000, -76.6759700000)"
,1/13/14,3B,12:42:00,2800 DILLON ST,ROBBERY - STREET,,232,SOUTHEASTERN,Canton,"(39.2811900000, -76.5764600000)"
,1/13/14,3B,16:35:00,100 S LINWOOD AV,ROBBERY - STREET,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2909000000, -76.5760600000)"
,1/13/14,9S,1810,1700 N MOUNT ST,SHOOTING,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3080400000, -76.6449200000)"
,1/13/14,4D,19:00:00,4800 PIMLICO RD,AGG. ASSAULT,HANDS,532,NORTHWESTERN,Cylburn,"(39.3478400000, -76.6687600000)"
,1/13/14,3AF,19:05:00,2600 E FAIRMOUNT AV,ROBBERY - STREET,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2931800000, -76.5797400000)"
,1/12/14,3AF,3:20:00,1500 N MONROE ST,ROBBERY - STREET,FIREARM,741,WESTERN,Easterwood,"(39.3052800000, -76.6479300000)"
,1/12/14,4C,4:00:00,1200 N EDEN ST,AGG. ASSAULT,OTHER,343,EASTERN,Oliver,"(39.3046800000, -76.5995700000)"
,1/12/14,3K,5:45:00,1000 W LAFAYETTE AV,ROBBERY - RESIDENCE,,743,WESTERN,Sandtown-Winchester,"(39.2992000000, -76.6348200000)"
,1/12/14,4D,0:40:00,3400 LEVERTON AV,AGG. ASSAULT,HANDS,223,SOUTHEASTERN,Baltimore Highlands,"(39.2918400000, -76.5687600000)"
,1/12/14,4D,0:55:00,3800 OAKFORD AV,AGG. ASSAULT,HANDS,642,NORTHWESTERN,Dolfield,"(39.3360500000, -76.6799800000)"
,1/12/14,4B,1:00:00,1100 E HOFFMAN ST,AGG. ASSAULT,KNIFE,343,EASTERN,Oliver,"(39.3061200000, -76.6029500000)"
,1/12/14,4A,1:43:00,2400 W FRANKLIN ST,AGG. ASSAULT,FIREARM,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2935400000, -76.6549700000)"
,1/12/14,4D,1:45:00,0 E CROSS ST,AGG. ASSAULT,HANDS,942,SOUTHERN,Federal Hill,"(39.2766200000, -76.6136600000)"
,1/12/14,4B,14:00:00,200 PARK AVE,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,"(39.2917100000, -76.6180700000)"
,1/12/14,4B,14:00:00,200 PARK AVE,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,"(39.2917100000, -76.6180700000)"
,1/12/14,4A,16:59:00,200 MASON CT,AGG. ASSAULT,FIREARM,211,SOUTHEASTERN,Perkins Homes,"(39.2889000000, -76.5959800000)"
,1/12/14,9S,1659,200 MASON CT,SHOOTING,FIREARM,211,SOUTHEASTERN,Perkins Homes,"(39.2889000000, -76.5959800000)"
,1/12/14,4D,17:50:00,2900 EDISON HW,AGG. ASSAULT,HANDS,434,NORTHEASTERN,Belair-Edison,"(39.3177400000, -76.5725600000)"
,1/12/14,3K,19:00:00,4400 FINDLAY RD,ROBBERY - RESIDENCE,,442,NORTHEASTERN,Belair-Edison,"(39.3275900000, -76.5615600000)"
,1/12/14,3AF,19:30:00,3000 E OLIVER ST,ROBBERY - STREET,FIREARM,332,EASTERN,Berea,"(39.3082400000, -76.5757200000)"
,1/12/14,3CF,20:00:00,3400 MARY AV,ROBBERY - COMMERCIAL,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3519200000, -76.5515800000)"
,1/12/14,3AO,20:34:00,200 E 29TH ST,ROBBERY - STREET,OTHER,512,NORTHERN,Charles Village,"(39.3233600000, -76.6137900000)"
,1/12/14,4A,21:29:00,5900 MORAVIA RD,AGG. ASSAULT,FIREARM,443,NORTHEASTERN,Frankford,"(39.3170200000, -76.5452000000)"
,1/12/14,3CF,21:39:00,1600 ARGONNE DR,ROBBERY - COMMERCIAL,FIREARM,412,NORTHEASTERN,Hillen,"(39.3402100000, -76.5909300000)"
,1/12/14,4D,21:45:00,1000 TUNBRIDGE RD,AGG. ASSAULT,HANDS,523,NORTHERN,Cameron Village,"(39.3558300000, -76.5987200000)"
,1/12/14,9S,2129,5900 MORAVIA RD,SHOOTING,FIREARM,443,NORTHEASTERN,Frankford,"(39.3170200000, -76.5452000000)"
,1/12/14,1F,2157,3600 REISTERSTOWN RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3289500000, -76.6603400000)"
,1/12/14,2A,22:29:18,3600 E LOMBARD ST,RAPE,OTHER,223,SOUTHEASTERN,Baltimore Highlands,"(39.2914300000, -76.5673700000)"
,1/12/14,4C,22:30:00,3400 WILKENS AV,AGG. ASSAULT,OTHER,832,SOUTHWESTERN,Saint Agnes,"(39.2729200000, -76.6742900000)"
,1/12/14,3B,22:45:00,0 S STOCKTON ST,ROBBERY - STREET,,931,SOUTHERN,Hollins Market,"(39.2885300000, -76.6374700000)"
,1/12/14,1F,2313,3900 EDGEWOOD RD,HOMICIDE,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3311600000, -76.6703300000)"
,1/11/14,3B,21:20:00,200 S WOLFE ST,ROBBERY - STREET,,212,SOUTHEASTERN,Upper Fells Point,"(39.2891300000, -76.5903300000)"
,1/11/14,4D,21:22:00,0 N HOWARD ST,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,"(39.2894400000, -76.6194800000)"
,1/11/14,4C,22:54:00,2300 W FRANKLIN ST,AGG. ASSAULT,OTHER,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2936100000, -76.6534300000)"
,1/11/14,3JF,23:40:00,1000 W BARRE ST,ROBBERY - RESIDENCE,FIREARM,931,SOUTHERN,Barre Circle,"(39.2843100000, -76.6276400000)"
,1/11/14,4C,19:39:00,100 N CONKLING ST,AGG. ASSAULT,OTHER,223,SOUTHEASTERN,Baltimore Highlands,"(39.2943800000, -76.5677000000)"
,1/11/14,3AF,20:00:00,200 S WASHINGTON ST,ROBBERY - STREET,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2888700000, -76.5890200000)"
,1/11/14,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3021800000, -76.6188300000)"
,1/11/14,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3021800000, -76.6188300000)"
,1/11/14,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3021800000, -76.6188300000)"
,1/11/14,3AF,1:01:00,200 W CHASE ST,ROBBERY - STREET,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3021800000, -76.6188300000)"
,1/11/14,2A,2:02:38,700 BARTLETT AV,RAPE,OTHER,342,EASTERN,East Baltimore Midway,"(39.3157000000, -76.6057200000)"
,1/11/14,4B,2:15:00,500 ORCHARD ST,AGG. ASSAULT,KNIFE,143,CENTRAL,Seton Hill,"(39.2971400000, -76.6242700000)"
,1/11/14,4C,2:50:00,3400 JUNEWAY,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,"(39.3180300000, -76.5683900000)"
,1/11/14,4C,2:50:00,3400 JUNEWAY,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,"(39.3180300000, -76.5683900000)"
,1/11/14,1F,400,100 E MADISON ST,HOMICIDE,FIREARM,142,CENTRAL,Mount Vernon,"(39.2986900000, -76.6138300000)"
,1/11/14,3K,6:20:00,700 E PATAPSCO AV,ROBBERY - RESIDENCE,,913,SOUTHERN,Brooklyn,"(39.2357100000, -76.6004700000)"
,1/11/14,3D,7:04:00,4000 EASTERN AV,ROBBERY - COMMERCIAL,,231,SOUTHEASTERN,Highlandtown,"(39.2868100000, -76.5630800000)"
,1/11/14,4B,12:30:00,2200 N LONGWOOD ST,AGG. ASSAULT,KNIFE,811,SOUTHWESTERN,Walbrook,"(39.3127000000, -76.6678000000)"
,1/11/14,4B,12:40:00,200 BEALE CT,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2948100000, -76.5956100000)"
,1/11/14,3CF,16:05:00,5900 BELAIR RD,ROBBERY - COMMERCIAL,FIREARM,445,NORTHEASTERN,Cedmont,"(39.3459800000, -76.5405400000)"
,1/11/14,3CF,16:05:00,5900 BELAIR RD,ROBBERY - COMMERCIAL,FIREARM,445,NORTHEASTERN,Cedmont,"(39.3459800000, -76.5405400000)"
,1/11/14,4A,16:30:00,4000 EASTERN AVE,AGG. ASSAULT,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2868000000, -76.5632100000)"
,1/11/14,4A,16:30:00,4000 EASTERN AVE,AGG. ASSAULT,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2868000000, -76.5632100000)"
,1/11/14,3AK,17:32:00,100 W LANVALE ST,ROBBERY - STREET,KNIFE,132,CENTRAL,Bolton Hill,"(39.3074900000, -76.6211900000)"
,1/11/14,4D,17:35:00,0 W FRANKLIN ST,AGG. ASSAULT,HANDS,142,CENTRAL,Mount Vernon,"(39.2951100000, -76.6159400000)"
,1/11/14,4A,20:25:00,900 COOKS LA,AGG. ASSAULT,FIREARM,823,SOUTHWESTERN,West Hills,"(39.2962900000, -76.7070700000)"
,1/10/14,3B,12:55:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,,731,WESTERN,Mondawmin,"(39.3185000000, -76.6534500000)"
,1/10/14,4A,1:58:00,2100 CHARLES AVE,AGG. ASSAULT,FIREARM,514,NORTHERN,Charles North,"(39.3133800000, -76.6167400000)"
,1/10/14,4A,1:58:00,2100 CHARLES AVE,AGG. ASSAULT,FIREARM,514,NORTHERN,Charles North,"(39.3133800000, -76.6167400000)"
,1/10/14,1F,158,2200 MARYLAND AV,HOMICIDE,FIREARM,514,NORTHERN,Old Goucher,"(39.3143400000, -76.6181700000)"
,1/10/14,3AJF,5:31:00,3600 DOLFIELD AV,ROBBERY - CARJACKING,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3366500000, -76.6760000000)"
,1/10/14,1K,957,2500 FREDERICK AV,HOMICIDE,KNIFE,842,SOUTHWESTERN,Shipley Hill,"(39.2832700000, -76.6561600000)"
,1/10/14,3B,11:10:00,500 POPLAR GROVE ST,ROBBERY - STREET,,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2931900000, -76.6648900000)"
,1/10/14,3B,11:20:00,5200 GOODNOW RD,ROBBERY - STREET,,443,NORTHEASTERN,Frankford,"(39.3249600000, -76.5440800000)"
,1/10/14,4C,11:50:00,,AGG. ASSAULT,OTHER,842,SOUTHWESTERN,Irvington,"(39.2809300000, -76.6722800000)"
