crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Location 1
,1/10/14,3B,13:20:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,,731,WESTERN,Mondawmin,"(39.3185000000, -76.6534500000)"
,1/10/14,3AF,16:00:00,2300 LIBERTY HGTS AV,ROBBERY - STREET,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3185500000, -76.6527700000)"
,1/10/14,3AK,16:50:00,4200 PATTERSON AVE,ROBBERY - STREET,KNIFE,631,NORTHWESTERN,Reisterstown Station,"(39.3546600000, -76.7041700000)"
,1/10/14,3B,16:53:00,0 N HOWARD ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2894400000, -76.6194800000)"
,1/10/14,4C,17:11:00,200 S BOULDIN ST,AGG. ASSAULT,OTHER,231,SOUTHEASTERN,Highlandtown,"(39.2891200000, -76.5708900000)"
,1/10/14,4D,17:25:00,2600 E CHASE ST,AGG. ASSAULT,HANDS,323,EASTERN,Biddle Street,"(39.3037300000, -76.5809600000)"
,1/10/14,1F,1806,7000 MC CLEAN BLVD,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3710000000, -76.5670400000)"
,1/10/14,3AF,19:15:00,2100 ST PAUL ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,"(39.3134400000, -76.6151400000)"
,1/10/14,4C,19:30:00,,AGG. ASSAULT,OTHER,323,EASTERN,McElderry Park,"(39.2989600000, -76.5794700000)"
,1/10/14,3AJF,21:05:00,2400 W FRANKLIN ST,ROBBERY - CARJACKING,FIREARM,842,WESTERN,Penrose/Fayette Street Outreach,"(39.2933400000, -76.6555000000)"
,1/10/14,3CF,21:15:00,3000 ARUNAH AV,ROBBERY - COMMERCIAL,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2951400000, -76.6669400000)"
,1/10/14,4B,21:15:00,2200 W BALTIMORE ST,AGG. ASSAULT,KNIFE,842,WESTERN,Boyd-Booth,"(39.2879000000, -76.6520700000)"
,1/10/14,4D,21:30:00,6000 AMBERWOOD RD,AGG. ASSAULT,HANDS,443,NORTHEASTERN,Frankford,"(39.3165000000, -76.5432600000)"
,1/10/14,3B,21:30:00,3000 N CHARLES ST,ROBBERY - STREET,,511,NORTHERN,Johns Hopkins Homewood,"(39.3249300000, -76.6176700000)"
,1/10/14,4A,22:00:00,2700 CHESLEY AV,AGG. ASSAULT,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3677900000, -76.5554500000)"
,1/10/14,3B,22:07:00,2900 N CHARLES ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,"(39.3240300000, -76.6171800000)"
,1/10/14,3AF,23:04:00,200 W 28TH ST,ROBBERY - STREET,FIREARM,511,NORTHERN,Remington,"(39.3216700000, -76.6204400000)"
,1/9/14,3JF,3:51:00,6700 DULUTH AV,ROBBERY - RESIDENCE,FIREARM,243,SOUTHEASTERN,Graceland Park,"(39.2786000000, -76.5327300000)"
,1/9/14,3AO,12:12:00,1800 MOSHER ST,ROBBERY - STREET,OTHER,743,WESTERN,Sandtown-Winchester,"(39.2998800000, -76.6464500000)"
,1/9/14,4C,12:57:00,200 MASON CT,AGG. ASSAULT,OTHER,211,SOUTHEASTERN,Perkins Homes,"(39.2879400000, -76.5959100000)"
,1/9/14,4D,13:20:00,1400 DARLEY AV,AGG. ASSAULT,HANDS,342,EASTERN,Darley Park,"(39.3152400000, -76.5968400000)"
,1/9/14,4D,3:40:00,2400 W NORTH AV,AGG. ASSAULT,HANDS,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3094000000, -76.6563100000)"
,1/9/14,4A,3:51:00,6700 DULUTH AV,AGG. ASSAULT,FIREARM,243,SOUTHEASTERN,Graceland Park,"(39.2786000000, -76.5327300000)"
,1/9/14,3B,14:00:00,1900 N HOWARD ST,ROBBERY - STREET,,514,NORTHERN,Charles North,"(39.3111700000, -76.6193300000)"
,1/9/14,4A,14:58:00,500 S SMALLWOOD ST,AGG. ASSAULT,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813000000, -76.6508800000)"
,1/9/14,1F,1458,500 S SMALLWOOD ST,HOMICIDE,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813000000, -76.6508800000)"
,1/9/14,9S,1458,500 S SMALLWOOD ST,SHOOTING,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813000000, -76.6508800000)"
,1/9/14,3B,15:03:00,300 S PAYSON ST,ROBBERY - STREET,,934,SOUTHERN,Carrollton Ridge,"(39.2837100000, -76.6484600000)"
,1/9/14,4C,15:25:00,500 E 38TH ST,AGG. ASSAULT,OTHER,543,NORTHERN,Waverly,"(39.3353600000, -76.6085200000)"
,1/9/14,4C,15:50:00,3400 NORMAN AV,AGG. ASSAULT,OTHER,431,NORTHEASTERN,Mayfield,"(39.3267100000, -76.5790400000)"
,1/9/14,3P,16:00:00,2800 HARFORD RD,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3214500000, -76.5905700000)"
,1/9/14,4C,16:00:00,5000 DICKEY HILL RD,AGG. ASSAULT,OTHER,821,SOUTHWESTERN,Wakefield,"(39.3117000000, -76.7033200000)"
,1/9/14,4C,16:00:00,3800 CRESTLYN RD,AGG. ASSAULT,OTHER,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3347400000, -76.5990500000)"
,1/9/14,3P,16:00:00,2800 HARFORD RD,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3214500000, -76.5905700000)"
,1/9/14,3P,16:00:00,2800 HARFORD RD,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3214500000, -76.5905700000)"
,1/9/14,4C,18:00:00,400 FOLCROFT ST,AGG. ASSAULT,OTHER,241,SOUTHEASTERN,Bayview,"(39.2886700000, -76.5419300000)"
,1/9/14,3B,18:05:00,3700 TEAKWOOD DR,ROBBERY - STREET,,631,NORTHWESTERN,Fallstaff,"(39.3683300000, -76.7103500000)"
,1/9/14,3P,18:22:00,5800 BOSTON ST,ROBBERY - STREET,,233,SOUTHEASTERN,Medford,"(39.2779600000, -76.5455300000)"
,1/9/14,3K,19:10:00,900 ST DUNSTANS RD,ROBBERY - RESIDENCE,,523,NORTHERN,Cameron Village,"(39.3596100000, -76.6016500000)"
,1/9/14,4C,19:45:00,1100 SHIELDS PL,AGG. ASSAULT,OTHER,123,CENTRAL,Upton,"(39.2978700000, -76.6303700000)"
,1/9/14,3CF,21:50:00,4000 WHITE AV,ROBBERY - COMMERCIAL,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3458100000, -76.5457400000)"
,1/9/14,3K,22:00:00,6100 YORK RD,ROBBERY - RESIDENCE,,522,NORTHERN,Lake Walker,"(39.3675100000, -76.6098200000)"
,1/9/14,3AF,22:09:00,,ROBBERY - STREET,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3456200000, -76.6765000000)"
,1/8/14,3AF,21:20:00,2600 PUGET ST,ROBBERY - STREET,FIREARM,921,SOUTHERN,Mount Winans,"(39.2608900000, -76.6439700000)"
,1/8/14,3AF,22:00:00,600 ST DUNSTANS RD,ROBBERY - STREET,FIREARM,523,NORTHERN,Belvedere,"(39.3608100000, -76.6060600000)"
,1/8/14,1F,2224,5300 EASTBURY AV,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3217400000, -76.5508000000)"
,1/8/14,4B,1:35:00,5500 PENNINGTON AV,AGG. ASSAULT,KNIFE,911,SOUTHERN,Curtis Bay,"(39.2164400000, -76.5876700000)"
,1/8/14,3AJF,2:37:00,3400 REISTERSTOWN RD,ROBBERY - CARJACKING,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3265100000, -76.6585400000)"
,1/8/14,9S,237,3400 REISTERSTOWN RD,SHOOTING,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3265100000, -76.6585400000)"
,1/8/14,4C,5:50:00,2200 SINCLAIR LA,AGG. ASSAULT,OTHER,431,NORTHEASTERN,Clifton Park,"(39.3143300000, -76.5868300000)"
,1/8/14,4D,8:30:00,500 N ROBINSON ST,AGG. ASSAULT,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972300000, -76.5730200000)"
,1/8/14,4D,8:30:00,500 N ROBINSON ST,AGG. ASSAULT,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972300000, -76.5730200000)"
,1/8/14,3B,11:00:00,4600 HELLWIG RD,ROBBERY - STREET,,445,NORTHEASTERN,Cedmont,"(39.3451800000, -76.5352800000)"
,1/8/14,4A,12:30:00,1100 N MONROE ST,AGG. ASSAULT,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.3009500000, -76.6476700000)"
,1/8/14,3K,13:09:00,1400 GOUGH ST,ROBBERY - RESIDENCE,,211,SOUTHEASTERN,Perkins Homes,"(39.2873800000, -76.5983000000)"
,1/8/14,4D,15:15:00,2000 W BALTIMORE ST,AGG. ASSAULT,HANDS,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)"
,1/8/14,3B,15:40:00,5500 THE ALAMEDA,ROBBERY - STREET,,523,NORTHERN,Cameron Village,"(39.3555500000, -76.5969500000)"
,1/8/14,3AF,16:00:00,1100 E CHASE ST,ROBBERY - STREET,FIREARM,311,EASTERN,Johnston Square,"(39.3029600000, -76.6020300000)"
,1/8/14,4A,18:20:00,2400 HURON ST,AGG. ASSAULT,FIREARM,921,SOUTHERN,Mount Winans,"(39.2626900000, -76.6430400000)"
,1/8/14,4D,18:50:00,200 BALLOU CT,AGG. ASSAULT,HANDS,211,SOUTHEASTERN,Perkins Homes,"(39.2878600000, -76.5973100000)"
,1/8/14,3AF,19:25:00,5300 YORK RD,ROBBERY - STREET,FIREARM,524,NORTHERN,Woodbourne-McCabe,"(39.3540800000, -76.6098100000)"
,1/8/14,4B,19:45:00,2500 HARFORD RD,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3167900000, -76.5953300000)"
,1/7/14,4D,14:40:00,5600 MCCLEAN BD,AGG. ASSAULT,HANDS,423,NORTHEASTERN,Hamilton Hills,"(39.3582200000, -76.5690200000)"
,1/7/14,4C,16:20:00,2700 CARVER RD,AGG. ASSAULT,OTHER,922,SOUTHERN,Cherry Hill,"(39.2478600000, -76.6263000000)"
,1/7/14,3AO,17:40:00,4600 REISTERSTOWN RD,ROBBERY - STREET,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3406300000, -76.6724000000)"
,1/7/14,3CO,18:30:00,1200 E LAFAYETTE AV,ROBBERY - COMMERCIAL,OTHER,343,EASTERN,Oliver,"(39.3104000000, -76.6021000000)"
,1/7/14,3B,20:50:00,200 BEALE CT,ROBBERY - STREET,,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2937300000, -76.5956100000)"
,1/7/14,4D,23:45:00,5600 LOCH RAVEN BD,AGG. ASSAULT,HANDS,415,NORTHEASTERN,Loch Raven,"(39.3595200000, -76.5885600000)"
,1/7/14,2A,23:53:41,3300 PULASKI HW,RAPE,OTHER,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2958400000, -76.5712500000)"
,1/7/14,2B,23:56:18,4400 FERNHILL AV,RAPE,,621,NORTHWESTERN,West Arlington,"(39.3376800000, -76.6932200000)"
,1/6/14,3AF,18:09:00,2600 HAMPDEN AV,ROBBERY - STREET,FIREARM,511,NORTHERN,Remington,"(39.3187900000, -76.6229500000)"
,1/6/14,1F,1948,3000 OAKFORD AV,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3414200000, -76.6644400000)"
,1/6/14,3AF,20:25:00,1300 DIVISION ST,ROBBERY - STREET,FIREARM,123,CENTRAL,Upton,"(39.3012400000, -76.6297300000)"
,1/6/14,3AO,4:00:00,2500 CYLBURN AV,ROBBERY - STREET,OTHER,532,NORTHERN,Levindale,"(39.3508100000, -76.6620900000)"
,1/6/14,4A,4:00:00,200 ATHOLGATE LA,AGG. ASSAULT,FIREARM,823,SOUTHWESTERN,Ten Hills,"(39.2855400000, -76.6968900000)"
,1/6/14,3JF,11:00:00,700 MELLO CT,ROBBERY - RESIDENCE,FIREARM,313,EASTERN,Gay Street,"(39.2985700000, -76.5979900000)"
,1/6/14,4D,12:21:00,3900 DOLFIELD AV,AGG. ASSAULT,HANDS,643,NORTHWESTERN,Dolfield,"(39.3396800000, -76.6818200000)"
,1/6/14,2A,14:04:36,900 SPANGLER WY,RAPE,OTHER,433,NORTHEASTERN,Armistead Gardens,"(39.3027700000, -76.5494300000)"
,1/6/14,3P,15:25:00,100 CENTRAL AVE,ROBBERY - STREET,,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2927300000, -76.5995900000)"
,1/6/14,3B,15:30:00,3400 REISTERSTOWN RD,ROBBERY - STREET,,612,NORTHWESTERN,Park Circle,"(39.3265100000, -76.6585400000)"
,1/6/14,1F,1632,3600 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3257500000, -76.6766500000)"
,1/6/14,2A,20:32:51,1100 WEBB CT,RAPE,OTHER,312,EASTERN,Oldtown,"(39.3006400000, -76.6026600000)"
,1/6/14,3B,22:18:00,1700 EASTERN AV,ROBBERY - STREET,,213,SOUTHEASTERN,Fells Point,"(39.2855900000, -76.5925700000)"
,1/6/14,4B,23:13:00,600 S ANN ST,AGG. ASSAULT,KNIFE,213,SOUTHEASTERN,Fells Point,"(39.2844700000, -76.5912800000)"
,1/5/14,4A,3:45:00,2500 N CALVERT ST,AGG. ASSAULT,FIREARM,512,NORTHERN,Charles Village,"(39.3190000000, -76.6143300000)"
,1/5/14,4C,11:50:00,1300 BANK ST,AGG. ASSAULT,OTHER,211,SOUTHEASTERN,Little Italy,"(39.2863800000, -76.5991900000)"
,1/5/14,3BJ,14:45:00,200 S ELLWOOD AV,ROBBERY - CARJACKING,,231,SOUTHEASTERN,Highlandtown,"(39.2894500000, -76.5731000000)"
,1/5/14,4D,0:30:00,5600 LOCH RAVEN BLVD,AGG. ASSAULT,HANDS,415,NORTHEASTERN,Loch Raven,"(39.3595200000, -76.5885600000)"
,1/5/14,4C,1:55:00,1300 S PONCA ST,AGG. ASSAULT,OTHER,233,SOUTHEASTERN,Canton Industrial Area,"(39.2788600000, -76.5544100000)"
,1/5/14,4D,2:23:00,4400 PRUDENCE ST,AGG. ASSAULT,HANDS,911,SOUTHERN,Curtis Bay,"(39.2255800000, -76.5915800000)"
,1/5/14,4B,2:31:00,100 W BALTIMORE ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,"(39.2894900000, -76.6166000000)"
,1/5/14,3JF,8:30:00,2900 HURON ST,ROBBERY - RESIDENCE,FIREARM,923,SOUTHERN,Lakeland,"(39.2569700000, -76.6489300000)"
,1/5/14,3P,10:28:00,0 W BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2895400000, -76.6154800000)"
,1/5/14,3AF,15:50:00,3400 W CATON AV,ROBBERY - STREET,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2864300000, -76.6738500000)"
,1/5/14,4A,16:30:00,900 KEVIN RD,AGG. ASSAULT,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2972100000, -76.6882400000)"
,1/5/14,4B,16:50:00,1300 FEDERAL ST,AGG. ASSAULT,KNIFE,343,EASTERN,Oliver,"(39.3082800000, -76.6004400000)"
,1/5/14,9S,1630,900 KEVIN RD,SHOOTING,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2970800000, -76.6881500000)"
,1/5/14,3AF,18:37:00,2100 ST PAUL ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,"(39.3135100000, -76.6151400000)"
,1/5/14,3AF,18:37:00,2100 ST PAUL ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,"(39.3135100000, -76.6151400000)"
,1/5/14,3AF,19:32:00,3600 REISTERSTOWN RD,ROBBERY - STREET,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3289500000, -76.6603400000)"
,1/5/14,4A,19:41:00,1500 MYRTLE AV,AGG. ASSAULT,FIREARM,123,CENTRAL,Upton,"(39.3011300000, -76.6351800000)"
,1/5/14,9S,1940,1500 MYRTLE AV,SHOOTING,FIREARM,123,CENTRAL,Upton,"(39.3006100000, -76.6346200000)"
,1/5/14,3AF,20:25:00,4400 MAPLE SHADE DR,ROBBERY - STREET,FIREARM,433,NORTHEASTERN,Orchard Ridge,"(39.3114200000, -76.5579900000)"
,1/5/14,3AF,20:55:00,800 EASTERN AV,ROBBERY - STREET,FIREARM,211,SOUTHEASTERN,Little Italy,"(39.2852000000, -76.6027000000)"
,1/5/14,3AF,21:25:00,4000 EDGEWOOD RD,ROBBERY - STREET,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3326900000, -76.6679100000)"
,1/5/14,3AF,22:10:00,5600 LOCH RAVEN BD,ROBBERY - STREET,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3595200000, -76.5885600000)"
,1/5/14,3AJF,22:23:00,400 S ROBINSON ST,ROBBERY - CARJACKING,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2872200000, -76.5722600000)"
,1/5/14,3AO,23:45:00,600 N SCHROEDER ST,ROBBERY - STREET,OTHER,713,WESTERN,Harlem Park,"(39.2956500000, -76.6342200000)"
,1/4/14,4C,1:15:00,4200 IVANHOE AV,AGG. ASSAULT,OTHER,542,NORTHERN,Pen Lucy,"(39.3412700000, -76.6044300000)"
,1/4/14,3CF,1:17:00,6700 BRENTWOOD AV,ROBBERY - COMMERCIAL,FIREARM,243,SOUTHEASTERN,Graceland Park,"(39.2727300000, -76.5305500000)"
,1/4/14,4C,3:14:00,400 N BRADFORD ST,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,McElderry Park,"(39.2961400000, -76.5842900000)"
,1/4/14,4B,3:20:00,2500 W BALTIMORE ST,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Shipley Hill,"(39.2877500000, -76.6567100000)"
,1/4/14,4D,3:30:00,3600 PULASKI HW,AGG. ASSAULT,HANDS,333,EASTERN,Orangeville,"(39.2963400000, -76.5676100000)"
,1/4/14,4D,4:00:00,1300 RUSSELL ST,AGG. ASSAULT,HANDS,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2764800000, -76.6254900000)"
,1/4/14,4D,11:00:00,300 FOLCROFT ST,AGG. ASSAULT,HANDS,241,SOUTHEASTERN,Bayview,"(39.2895200000, -76.5419100000)"
,1/4/14,4C,12:50:00,300 FURROW ST,AGG. ASSAULT,OTHER,841,SOUTHWESTERN,Carrollton Ridge,"(39.2837300000, -76.6519500000)"
,1/4/14,4B,14:55:00,2700 SPELMAN RD,AGG. ASSAULT,KNIFE,922,SOUTHERN,Cherry Hill,"(39.2477200000, -76.6289700000)"
,1/4/14,4A,16:00:00,0 S CONKLING ST,AGG. ASSAULT,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,"(39.2921500000, -76.5675500000)"
,1/4/14,3AF,16:30:00,1300 E COLD SPRING LA,ROBBERY - STREET,FIREARM,413,NORTHEASTERN,New Northwood,"(39.3453200000, -76.5951700000)"
,1/4/14,4C,16:40:00,3600 COOLIDGE AV,AGG. ASSAULT,OTHER,832,SOUTHWESTERN,Violetville,"(39.2677700000, -76.6783400000)"
,1/4/14,4B,16:48:00,4900 EDGEMERE AV,AGG. ASSAULT,KNIFE,614,NORTHWESTERN,Central Park Heights,"(39.3453700000, -76.6752400000)"
,1/4/14,4B,16:50:00,2900 RIGGS AVE,AGG. ASSAULT,KNIFE,814,SOUTHWESTERN,Franklintown Road,"(39.3001800000, -76.6661300000)"
,1/4/14,4B,16:50:00,2900 RIGGS AVE,AGG. ASSAULT,KNIFE,814,SOUTHWESTERN,Franklintown Road,"(39.3001800000, -76.6661300000)"
,1/4/14,4B,18:10:00,1600 COLE ST,AGG. ASSAULT,KNIFE,935,SOUTHERN,New Southwest/Mount Clare,"(39.2822200000, -76.6423900000)"
,1/4/14,3AF,18:40:00,200 E UNIVERSITY PW,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,"(39.3307000000, -76.6149600000)"
,1/4/14,3K,18:50:00,800 E 43RD ST,ROBBERY - RESIDENCE,,524,NORTHERN,Wilson Park,"(39.3423400000, -76.6046700000)"
,1/4/14,3P,20:00:00,6500 REISTERSTOWN RD BAL,ROBBERY - STREET,,631,NORTHWESTERN,Reisterstown Station,"(39.3562700000, -76.7027000000)"
,1/4/14,3AF,21:45:00,2600 ROUND RD,ROBBERY - STREET,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2498100000, -76.6281200000)"
,1/4/14,3AF,22:30:00,3600 HAYWARD AV,ROBBERY - STREET,FIREARM,633,NORTHWESTERN,Arlington,"(39.3481200000, -76.6816900000)"
,1/4/14,3AF,22:30:00,3600 HAYWARD AV,ROBBERY - STREET,FIREARM,633,NORTHWESTERN,Arlington,"(39.3481200000, -76.6816900000)"
,1/4/14,3AF,22:35:00,1700 N CAREY ST,ROBBERY - STREET,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3087000000, -76.6426500000)"
,1/3/14,4C,1:00:00,400 E 27TH ST,AGG. ASSAULT,OTHER,513,NORTHERN,Harwood,"(39.3209000000, -76.6099900000)"
,1/3/14,4C,3:00:00,3800 WOODBINE AV,AGG. ASSAULT,OTHER,622,NORTHWESTERN,Howard Park,"(39.3364500000, -76.6948000000)"
,1/3/14,3B,8:50:00,2200 HERBERT ST,ROBBERY - STREET,,731,WESTERN,Mondawmin,"(39.3102000000, -76.6529000000)"
,1/3/14,4B,10:00:00,0 W 20TH ST,AGG. ASSAULT,KNIFE,141,NORTHERN,Charles North,"(39.3121800000, -76.6170300000)"
,1/3/14,4C,12:00:00,4200 CRAWFORD AV,AGG. ASSAULT,OTHER,623,NORTHWESTERN,Grove Park,"(39.3413100000, -76.7033200000)"
,1/3/14,3K,12:00:00,1400 LIMIT AV,ROBBERY - RESIDENCE,,414,NORTHEASTERN,Idlewood,"(39.3712200000, -76.5845100000)"
,1/3/14,3AF,16:11:00,100 W 21ST ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,"(39.3131800000, -76.6187700000)"
,1/3/14,1F,1726,1700 ASHBURTON ST,HOMICIDE,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3074700000, -76.6621800000)"
,1/3/14,4C,18:51:00,2500 W PATAPSCO AV,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,"(39.2523500000, -76.6509300000)"
,1/3/14,3D,18:55:00,500 S COLLINGTON AV,ROBBERY - COMMERCIAL,,232,SOUTHEASTERN,Canton,"(39.2858400000, -76.5858800000)"
,1/3/14,4A,21:09:00,3800 S HANOVER ST,AGG. ASSAULT,FIREARM,913,SOUTHERN,Brooklyn,"(39.2366100000, -76.6105400000)"
,1/3/14,4C,1:00:00,400 E 27TH ST,AGG. ASSAULT,OTHER,513,NORTHERN,Harwood,"(39.3209000000, -76.6099900000)"
,1/3/14,4C,14:00:00,4000 GLENGYLE AV,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Fallstaff,"(39.3636400000, -76.7105800000)"
,1/3/14,4B,14:00:00,2000 BURNWOOD RD,AGG. ASSAULT,KNIFE,415,NORTHEASTERN,Perring Loch,"(39.3526100000, -76.5809600000)"
,1/3/14,4A,14:32:00,1800 W FAYETTE ST,AGG. ASSAULT,FIREARM,711,WESTERN,Franklin Square,"(39.2895200000, -76.6463500000)"
,1/3/14,4C,14:45:00,2000 E BALTIMORE ST,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,Butcher's Hill,"(39.2917200000, -76.5881100000)"
,1/3/14,9S,1432,1800 W FAYETTE ST,SHOOTING,FIREARM,711,WESTERN,Franklin Square,"(39.2895600000, -76.6453800000)"
,1/2/14,3AK,0:59:00,800 E BALTIMORE ST,ROBBERY - STREET,KNIFE,211,SOUTHEASTERN,Jonestown,"(39.2901000000, -76.6052400000)"
,1/2/14,4B,1:01:00,3900 BELAIR RD,AGG. ASSAULT,KNIFE,422,NORTHEASTERN,Herring Run Park,"(39.3258200000, -76.5683200000)"
,1/2/14,3K,10:38:00,200 MASON CT,ROBBERY - RESIDENCE,,211,SOUTHEASTERN,Perkins Homes,"(39.2878200000, -76.5958300000)"
,1/2/14,3H,11:50:00,600 E PATAPSCO AV,ROBBERY - COMMERCIAL,,913,SOUTHERN,Brooklyn,"(39.2360600000, -76.6016100000)"
,1/2/14,4A,13:07:00,1700 GERTRUDE ST,AGG. ASSAULT,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3073000000, -76.6646900000)"
,1/2/14,2A,13:10:37,3500 HILLEN RD,RAPE,OTHER,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3325500000, -76.5889600000)"
,1/2/14,4C,14:00:00,1600 MALVERN ST,AGG. ASSAULT,OTHER,243,SOUTHEASTERN,Broening Manor,"(39.2738100000, -76.5339700000)"
,1/2/14,2A,14:36:34,1300 W LAFAYETTE AV,RAPE,OTHER,743,WESTERN,Sandtown-Winchester,"(39.2990400000, -76.6394200000)"
,1/2/14,3B,16:00:00,0 W BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.2895400000, -76.6153300000)"
,1/2/14,3AF,18:20:00,2900 KIRK AV,ROBBERY - STREET,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3258300000, -76.5943600000)"
,1/2/14,1F,1810,4300 SHAMROCK AV,HOMICIDE,FIREARM,442,NORTHEASTERN,Belair-Edison,"(39.3268800000, -76.5635600000)"
,1/2/14,1F,2115,1800 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3110600000, -76.5859100000)"
,1/2/14,1F,2115,1800 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3110600000, -76.5859100000)"
,1/2/14,3BJ,22:24:00,3600 GLEN AV,ROBBERY - CARJACKING,,632,NORTHWESTERN,Glen,"(39.3548900000, -76.6898800000)"
,1/2/14,3AF,22:25:00,3200 ABELL AVE,ROBBERY - STREET,FIREARM,513,NORTHERN,Abell,"(39.3272400000, -76.6121400000)"
,1/2/14,4A,22:25:00,3200 ABELL AVE,AGG. ASSAULT,FIREARM,513,NORTHERN,Abell,"(39.3272400000, -76.6121400000)"
,1/2/14,4C,23:00:00,4400 FOREST VIEW AV,AGG. ASSAULT,OTHER,445,NORTHEASTERN,Cedmont,"(39.3499600000, -76.5323800000)"
,1/2/14,4D,23:00:00,,AGG. ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3283000000, -76.5893200000)"
,1/1/14,3AF,15:25:00,2500 PENNSYLVANIA AV,ROBBERY - STREET,FIREARM,733,WESTERN,Penn North,"(39.3103300000, -76.6427700000)"
,1/1/14,3N,15:35:00,1600 COLE ST,ROBBERY - STREET,OTHER,935,SOUTHERN,New Southwest/Mount Clare,"(39.2822000000, -76.6429000000)"
,1/1/14,1F,1520,3900 EDMONDSON AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.2939000000, -76.6812700000)"
,1/1/14,4B,5:52:00,2200 GOUGH ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Upper Fells Point,"(39.2879800000, -76.5858600000)"
,1/1/14,4B,5:52:00,2200 GOUGH ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Upper Fells Point,"(39.2879800000, -76.5858600000)"
